maladie,annee,region,indicateur,valeur,unite
cardiovasculaire,2018,Centre-Val de Loire,mortalite,152.0,pour 100 000 hab
cardiovasculaire,2018,Corse,prevalence,9.1,%
cardiovasculaire,2018,Corse,mortalite,151.0,pour 100 000 hab
cardiovasculaire,2018,Grand Est,prevalence,9.1,%
cardiovasculaire,2018,Grand Est,mortalite,161.0,pour 100 000 hab
cardiovasculaire,2018,Hauts-de-France,prevalence,9.1,%
cardiovasculaire,2018,Hauts-de-France,mortalite,151.0,pour 100 000 hab
cardiovasculaire,2018,Normandie,prevalence,8.4,%
cardiovasculaire,2018,Normandie,mortalite,159.0,pour 100 000 hab
cardiovasculaire,2018,Nouvelle-Aquitaine,prevalence,9.3,%
cardiovasculaire,2018,Nouvelle-Aquitaine,mortalite,163.0,pour 100 000 hab
cardiovasculaire,2018,Occitanie,prevalence,8.8,%
cardiovasculaire,2018,Occitanie,mortalite,158.0,pour 100 000 hab
cardiovasculaire,2018,Pays de la Loire,prevalence,8.8,%
cardiovasculaire,2018,Pays de la Loire,mortalite,163.0,pour 100 000 hab
cardiovasculaire,2018,Provence-Alpes-Côte d'Azur,prevalence,8.2,%
cardiovasculaire,2018,Provence-Alpes-Côte d'Azur,mortalite,162.0,pour 100 000 hab
cardiovasculaire,2018,Île-de-France,prevalence,8.7,%
cardiovasculaire,2018,Île-de-France,mortalite,152.0,pour 100 000 hab
diabete,2018,Auvergne-Rhône-Alpes,prevalence,5.2,%
diabete,2018,Auvergne-Rhône-Alpes,incidence,432.0,pour 100 000 hab
diabete,2018,Bourgogne-Franche-Comté,prevalence,5.6,%
diabete,2018,Bourgogne-Franche-Comté,incidence,406.0,pour 100 000 hab
diabete,2018,Bretagne,prevalence,5.1,%
diabete,2018,Bretagne,incidence,401.0,pour 100 000 hab
diabete,2018,Centre-Val de Loire,prevalence,5.2,%
diabete,2018,Centre-Val de Loire,incidence,432.0,pour 100 000 hab
diabete,2018,Corse,prevalence,5.1,%
diabete,2018,Corse,incidence,441.0,pour 100 000 hab
diabete,2018,Grand Est,prevalence,5.1,%
diabete,2018,Grand Est,incidence,401.0,pour 100 000 hab
diabete,2018,Hauts-de-France,prevalence,5.1,%
diabete,2018,Hauts-de-France,incidence,411.0,pour 100 000 hab
diabete,2018,Normandie,prevalence,5.9,%
diabete,2018,Normandie,incidence,449.0,pour 100 000 hab
diabete,2018,Nouvelle-Aquitaine,prevalence,5.3,%
diabete,2018,Nouvelle-Aquitaine,incidence,443.0,pour 100 000 hab
diabete,2018,Occitanie,prevalence,5.8,%
diabete,2018,Occitanie,incidence,408.0,pour 100 000 hab
diabete,2018,Pays de la Loire,prevalence,5.3,%
diabete,2018,Pays de la Loire,incidence,403.0,pour 100 000 hab
diabete,2018,Provence-Alpes-Côte d'Azur,prevalence,5.2,%
diabete,2018,Provence-Alpes-Côte d'Azur,incidence,402.0,pour 100 000 hab
diabete,2018,Île-de-France,prevalence,5.2,%
diabete,2018,Île-de-France,incidence,442.0,pour 100 000 hab
digestive,2018,Auvergne-Rhône-Alpes,prevalence,7.2,%
digestive,2018,Auvergne-Rhône-Alpes,incidence,212.0,pour 100 000 hab
digestive,2018,Auvergne-Rhône-Alpes,mortalite,32.0,pour 100 000 hab
digestive,2018,Bourgogne-Franche-Comté,prevalence,7.6,%
digestive,2018,Bourgogne-Franche-Comté,incidence,216.0,pour 100 000 hab
digestive,2018,Bourgogne-Franche-Comté,mortalite,21.0,pour 100 000 hab
digestive,2018,Bretagne,prevalence,7.1,%
digestive,2018,Bretagne,incidence,201.0,pour 100 000 hab
digestive,2018,Bretagne,mortalite,21.0,pour 100 000 hab
digestive,2018,Centre-Val de Loire,prevalence,7.2,%
digestive,2018,Centre-Val de Loire,incidence,212.0,pour 100 000 hab
digestive,2018,Centre-Val de Loire,mortalite,32.0,pour 100 000 hab
digestive,2018,Corse,prevalence,7.1,%
digestive,2018,Corse,incidence,211.0,pour 100 000 hab
digestive,2018,Corse,mortalite,31.0,pour 100 000 hab
digestive,2018,Grand Est,prevalence,7.1,%
digestive,2018,Grand Est,incidence,211.0,pour 100 000 hab
digestive,2018,Grand Est,mortalite,31.0,pour 100 000 hab
digestive,2018,Hauts-de-France,prevalence,7.1,%
digestive,2018,Hauts-de-France,incidence,211.0,pour 100 000 hab
digestive,2018,Hauts-de-France,mortalite,31.0,pour 100 000 hab
digestive,2018,Normandie,prevalence,7.9,%
digestive,2018,Normandie,incidence,219.0,pour 100 000 hab
digestive,2018,Normandie,mortalite,24.0,pour 100 000 hab
digestive,2018,Nouvelle-Aquitaine,prevalence,7.3,%
digestive,2018,Nouvelle-Aquitaine,incidence,213.0,pour 100 000 hab
digestive,2018,Nouvelle-Aquitaine,mortalite,33.0,pour 100 000 hab
digestive,2018,Occitanie,prevalence,7.8,%
digestive,2018,Occitanie,incidence,208.0,pour 100 000 hab
digestive,2018,Occitanie,mortalite,28.0,pour 100 000 hab
digestive,2018,Pays de la Loire,prevalence,7.3,%
digestive,2018,Pays de la Loire,incidence,223.0,pour 100 000 hab
digestive,2018,Pays de la Loire,mortalite,28.0,pour 100 000 hab
digestive,2018,Provence-Alpes-Côte d'Azur,prevalence,7.2,%
digestive,2018,Provence-Alpes-Côte d'Azur,incidence,202.0,pour 100 000 hab
digestive,2018,Provence-Alpes-Côte d'Azur,mortalite,22.0,pour 100 000 hab
digestive,2018,Île-de-France,prevalence,7.2,%
digestive,2018,Île-de-France,incidence,222.0,pour 100 000 hab
digestive,2018,Île-de-France,mortalite,27.0,pour 100 000 hab
obesite,2018,Auvergne-Rhône-Alpes,prevalence,12.0,%
obesite,2018,Auvergne-Rhône-Alpes,incidence,262.0,pour 100 000 hab
obesite,2018,Auvergne-Rhône-Alpes,mortalite,5.0,pour 100 000 hab
obesite,2018,Bourgogne-Franche-Comté,prevalence,12.4,%
obesite,2018,Bourgogne-Franche-Comté,incidence,286.0,pour 100 000 hab
obesite,2018,Bourgogne-Franche-Comté,mortalite,9.0,pour 100 000 hab
obesite,2018,Bretagne,prevalence,12.1,%
obesite,2018,Bretagne,incidence,251.0,pour 100 000 hab
obesite,2018,Bretagne,mortalite,6.0,pour 100 000 hab
obesite,2018,Centre-Val de Loire,prevalence,12.6,%
obesite,2018,Centre-Val de Loire,incidence,252.0,pour 100 000 hab
obesite,2018,Centre-Val de Loire,mortalite,5.0,pour 100 000 hab
obesite,2018,Corse,prevalence,12.5,%
obesite,2018,Corse,incidence,251.0,pour 100 000 hab
obesite,2018,Corse,mortalite,10.0,pour 100 000 hab
obesite,2018,Grand Est,prevalence,13.1,%
obesite,2018,Grand Est,incidence,281.0,pour 100 000 hab
obesite,2018,Grand Est,mortalite,10.0,pour 100 000 hab
obesite,2018,Hauts-de-France,prevalence,12.5,%
obesite,2018,Hauts-de-France,incidence,271.0,pour 100 000 hab
obesite,2018,Hauts-de-France,mortalite,10.0,pour 100 000 hab
obesite,2018,Normandie,prevalence,12.1,%
obesite,2018,Normandie,incidence,259.0,pour 100 000 hab
obesite,2018,Normandie,mortalite,6.0,pour 100 000 hab
obesite,2018,Nouvelle-Aquitaine,prevalence,12.1,%
obesite,2018,Nouvelle-Aquitaine,incidence,263.0,pour 100 000 hab
obesite,2018,Nouvelle-Aquitaine,mortalite,6.0,pour 100 000 hab
obesite,2018,Occitanie,prevalence,12.8,%
obesite,2018,Occitanie,incidence,278.0,pour 100 000 hab
obesite,2018,Occitanie,mortalite,7.0,pour 100 000 hab
obesite,2018,Pays de la Loire,prevalence,12.5,%
obesite,2018,Pays de la Loire,incidence,263.0,pour 100 000 hab
obesite,2018,Pays de la Loire,mortalite,10.0,pour 100 000 hab
obesite,2018,Provence-Alpes-Côte d'Azur,prevalence,12.8,%
obesite,2018,Provence-Alpes-Côte d'Azur,incidence,282.0,pour 100 000 hab
obesite,2018,Provence-Alpes-Côte d'Azur,mortalite,7.0,pour 100 000 hab
obesite,2018,Île-de-France,prevalence,13.0,%
obesite,2018,Île-de-France,incidence,252.0,pour 100 000 hab
obesite,2018,Île-de-France,mortalite,9.0,pour 100 000 hab
respiratoire_asthme,2018,Auvergne-Rhône-Alpes,prevalence,6.4,%
respiratoire_asthme,2018,Auvergne-Rhône-Alpes,incidence,92.0,pour 100 000 hab
respiratoire_asthme,2018,Auvergne-Rhône-Alpes,mortalite,2.0,pour 100 000 hab
respiratoire_asthme,2018,Bourgogne-Franche-Comté,prevalence,6.4,%
respiratoire_asthme,2018,Bourgogne-Franche-Comté,incidence,96.0,pour 100 000 hab
respiratoire_asthme,2018,Bourgogne-Franche-Comté,mortalite,3.0,pour 100 000 hab
respiratoire_asthme,2018,Bretagne,prevalence,6.1,%
respiratoire_asthme,2018,Bretagne,incidence,81.0,pour 100 000 hab
respiratoire_asthme,2018,Bretagne,mortalite,3.0,pour 100 000 hab
respiratoire_asthme,2018,Centre-Val de Loire,prevalence,6.2,%
respiratoire_asthme,2018,Centre-Val de Loire,incidence,92.0,pour 100 000 hab
respiratoire_asthme,2018,Centre-Val de Loire,mortalite,2.0,pour 100 000 hab
respiratoire_asthme,2018,Corse,prevalence,6.1,%
respiratoire_asthme,2018,Corse,incidence,91.0,pour 100 000 hab
respiratoire_asthme,2018,Corse,mortalite,4.0,pour 100 000 hab
respiratoire_asthme,2018,Grand Est,prevalence,6.7,%
respiratoire_asthme,2018,Grand Est,incidence,91.0,pour 100 000 hab
respiratoire_asthme,2018,Grand Est,mortalite,4.0,pour 100 000 hab
respiratoire_asthme,2018,Hauts-de-France,prevalence,6.5,%
respiratoire_asthme,2018,Hauts-de-France,incidence,91.0,pour 100 000 hab
respiratoire_asthme,2018,Hauts-de-France,mortalite,4.0,pour 100 000 hab
respiratoire_asthme,2018,Normandie,prevalence,6.1,%
respiratoire_asthme,2018,Normandie,incidence,99.0,pour 100 000 hab
respiratoire_asthme,2018,Normandie,mortalite,3.0,pour 100 000 hab
respiratoire_asthme,2018,Nouvelle-Aquitaine,prevalence,6.5,%
respiratoire_asthme,2018,Nouvelle-Aquitaine,incidence,93.0,pour 100 000 hab
respiratoire_asthme,2018,Nouvelle-Aquitaine,mortalite,3.0,pour 100 000 hab
respiratoire_asthme,2018,Occitanie,prevalence,6.4,%
respiratoire_asthme,2018,Occitanie,incidence,88.0,pour 100 000 hab
respiratoire_asthme,2018,Occitanie,mortalite,4.0,pour 100 000 hab
respiratoire_asthme,2018,Pays de la Loire,prevalence,6.5,%
respiratoire_asthme,2018,Pays de la Loire,incidence,103.0,pour 100 000 hab
respiratoire_asthme,2018,Pays de la Loire,mortalite,4.0,pour 100 000 hab
respiratoire_asthme,2018,Provence-Alpes-Côte d'Azur,prevalence,6.0,%
respiratoire_asthme,2018,Provence-Alpes-Côte d'Azur,incidence,82.0,pour 100 000 hab
respiratoire_asthme,2018,Provence-Alpes-Côte d'Azur,mortalite,4.0,pour 100 000 hab
respiratoire_asthme,2018,Île-de-France,prevalence,6.2,%
respiratoire_asthme,2018,Île-de-France,incidence,102.0,pour 100 000 hab
respiratoire_asthme,2018,Île-de-France,mortalite,3.0,pour 100 000 hab
sida,2018,Auvergne-Rhône-Alpes,prevalence,0.42,%
sida,2018,Auvergne-Rhône-Alpes,incidence,17.0,pour 100 000 hab
sida,2018,Auvergne-Rhône-Alpes,mortalite,3.0,pour 100 000 hab
sida,2018,Bourgogne-Franche-Comté,prevalence,0.41,%
sida,2018,Bourgogne-Franche-Comté,incidence,21.0,pour 100 000 hab
sida,2018,Bourgogne-Franche-Comté,mortalite,3.0,pour 100 000 hab
sida,2018,Bretagne,prevalence,0.41,%
sida,2018,Bretagne,incidence,16.0,pour 100 000 hab
sida,2018,Bretagne,mortalite,4.0,pour 100 000 hab
sida,2018,Centre-Val de Loire,prevalence,0.42,%
sida,2018,Centre-Val de Loire,incidence,17.0,pour 100 000 hab
sida,2018,Centre-Val de Loire,mortalite,5.0,pour 100 000 hab
sida,2018,Corse,prevalence,0.41,%
sida,2018,Corse,incidence,16.0,pour 100 000 hab
sida,2018,Corse,mortalite,4.0,pour 100 000 hab
sida,2018,Grand Est,prevalence,0.41,%
sida,2018,Grand Est,incidence,16.0,pour 100 000 hab
sida,2018,Grand Est,mortalite,6.0,pour 100 000 hab
sida,2018,Hauts-de-France,prevalence,0.41,%
sida,2018,Hauts-de-France,incidence,16.0,pour 100 000 hab
sida,2018,Hauts-de-France,mortalite,4.0,pour 100 000 hab
sida,2018,Normandie,prevalence,0.44,%
sida,2018,Normandie,incidence,24.0,pour 100 000 hab
sida,2018,Normandie,mortalite,4.0,pour 100 000 hab
sida,2018,Nouvelle-Aquitaine,prevalence,0.43,%
sida,2018,Nouvelle-Aquitaine,incidence,18.0,pour 100 000 hab
sida,2018,Nouvelle-Aquitaine,mortalite,4.0,pour 100 000 hab
sida,2018,Occitanie,prevalence,0.43,%
sida,2018,Occitanie,incidence,23.0,pour 100 000 hab
sida,2018,Occitanie,mortalite,3.0,pour 100 000 hab
sida,2018,Pays de la Loire,prevalence,0.43,%
sida,2018,Pays de la Loire,incidence,18.0,pour 100 000 hab
sida,2018,Pays de la Loire,mortalite,4.0,pour 100 000 hab
sida,2018,Provence-Alpes-Côte d'Azur,prevalence,0.42,%
sida,2018,Provence-Alpes-Côte d'Azur,incidence,17.0,pour 100 000 hab
sida,2018,Provence-Alpes-Côte d'Azur,mortalite,3.0,pour 100 000 hab
sida,2018,Île-de-France,prevalence,0.42,%
sida,2018,Île-de-France,incidence,17.0,pour 100 000 hab
sida,2018,Île-de-France,mortalite,5.0,pour 100 000 hab
troubles_mentaux,2018,Auvergne-Rhône-Alpes,prevalence,15.0,%
troubles_mentaux,2018,Auvergne-Rhône-Alpes,incidence,332.0,pour 100 000 hab
troubles_mentaux,2018,Auvergne-Rhône-Alpes,mortalite,16.0,pour 100 000 hab
troubles_mentaux,2018,Bourgogne-Franche-Comté,prevalence,15.4,%
troubles_mentaux,2018,Bourgogne-Franche-Comté,incidence,306.0,pour 100 000 hab
troubles_mentaux,2018,Bourgogne-Franche-Comté,mortalite,16.0,pour 100 000 hab
troubles_mentaux,2018,Bretagne,prevalence,15.1,%
troubles_mentaux,2018,Bretagne,incidence,301.0,pour 100 000 hab
troubles_mentaux,2018,Bretagne,mortalite,13.0,pour 100 000 hab
troubles_mentaux,2018,Centre-Val de Loire,prevalence,15.6,%
troubles_mentaux,2018,Centre-Val de Loire,incidence,332.0,pour 100 000 hab
troubles_mentaux,2018,Centre-Val de Loire,mortalite,14.0,pour 100 000 hab
troubles_mentaux,2018,Corse,prevalence,15.5,%
troubles_mentaux,2018,Corse,incidence,341.0,pour 100 000 hab
troubles_mentaux,2018,Corse,mortalite,13.0,pour 100 000 hab
troubles_mentaux,2018,Grand Est,prevalence,16.1,%
troubles_mentaux,2018,Grand Est,incidence,301.0,pour 100 000 hab
troubles_mentaux,2018,Grand Est,mortalite,19.0,pour 100 000 hab
troubles_mentaux,2018,Hauts-de-France,prevalence,15.5,%
troubles_mentaux,2018,Hauts-de-France,incidence,311.0,pour 100 000 hab
troubles_mentaux,2018,Hauts-de-France,mortalite,17.0,pour 100 000 hab
troubles_mentaux,2018,Normandie,prevalence,15.1,%
troubles_mentaux,2018,Normandie,incidence,349.0,pour 100 000 hab
troubles_mentaux,2018,Normandie,mortalite,13.0,pour 100 000 hab
troubles_mentaux,2018,Nouvelle-Aquitaine,prevalence,15.1,%
troubles_mentaux,2018,Nouvelle-Aquitaine,incidence,343.0,pour 100 000 hab
troubles_mentaux,2018,Nouvelle-Aquitaine,mortalite,17.0,pour 100 000 hab
troubles_mentaux,2018,Occitanie,prevalence,15.8,%
troubles_mentaux,2018,Occitanie,incidence,308.0,pour 100 000 hab
troubles_mentaux,2018,Occitanie,mortalite,16.0,pour 100 000 hab
troubles_mentaux,2018,Pays de la Loire,prevalence,15.5,%
troubles_mentaux,2018,Pays de la Loire,incidence,303.0,pour 100 000 hab
troubles_mentaux,2018,Pays de la Loire,mortalite,17.0,pour 100 000 hab
troubles_mentaux,2018,Provence-Alpes-Côte d'Azur,prevalence,15.8,%
troubles_mentaux,2018,Provence-Alpes-Côte d'Azur,incidence,302.0,pour 100 000 hab
troubles_mentaux,2018,Provence-Alpes-Côte d'Azur,mortalite,12.0,pour 100 000 hab
troubles_mentaux,2018,Île-de-France,prevalence,16.0,%
troubles_mentaux,2018,Île-de-France,incidence,342.0,pour 100 000 hab
troubles_mentaux,2018,Île-de-France,mortalite,14.0,pour 100 000 hab
troubles_neurologiques,2018,Auvergne-Rhône-Alpes,prevalence,4.4,%
troubles_neurologiques,2018,Auvergne-Rhône-Alpes,incidence,72.0,pour 100 000 hab
troubles_neurologiques,2018,Auvergne-Rhône-Alpes,mortalite,12.0,pour 100 000 hab
troubles_neurologiques,2018,Bourgogne-Franche-Comté,prevalence,4.4,%
troubles_neurologiques,2018,Bourgogne-Franche-Comté,incidence,76.0,pour 100 000 hab
troubles_neurologiques,2018,Bourgogne-Franche-Comté,mortalite,16.0,pour 100 000 hab
troubles_neurologiques,2018,Bretagne,prevalence,4.1,%
troubles_neurologiques,2018,Bretagne,incidence,61.0,pour 100 000 hab
troubles_neurologiques,2018,Bretagne,mortalite,11.0,pour 100 000 hab
troubles_neurologiques,2018,Centre-Val de Loire,prevalence,4.2,%
troubles_neurologiques,2018,Centre-Val de Loire,incidence,62.0,pour 100 000 hab
troubles_neurologiques,2018,Centre-Val de Loire,mortalite,12.0,pour 100 000 hab
troubles_neurologiques,2018,Corse,prevalence,4.1,%
troubles_neurologiques,2018,Corse,incidence,61.0,pour 100 000 hab
troubles_neurologiques,2018,Corse,mortalite,11.0,pour 100 000 hab
troubles_neurologiques,2018,Grand Est,prevalence,4.7,%
troubles_neurologiques,2018,Grand Est,incidence,71.0,pour 100 000 hab
troubles_neurologiques,2018,Grand Est,mortalite,11.0,pour 100 000 hab
troubles_neurologiques,2018,Hauts-de-France,prevalence,4.5,%
troubles_neurologiques,2018,Hauts-de-France,incidence,61.0,pour 100 000 hab
troubles_neurologiques,2018,Hauts-de-France,mortalite,11.0,pour 100 000 hab
troubles_neurologiques,2018,Normandie,prevalence,4.1,%
troubles_neurologiques,2018,Normandie,incidence,69.0,pour 100 000 hab
troubles_neurologiques,2018,Normandie,mortalite,19.0,pour 100 000 hab
troubles_neurologiques,2018,Nouvelle-Aquitaine,prevalence,4.5,%
troubles_neurologiques,2018,Nouvelle-Aquitaine,incidence,73.0,pour 100 000 hab
troubles_neurologiques,2018,Nouvelle-Aquitaine,mortalite,13.0,pour 100 000 hab
troubles_neurologiques,2018,Occitanie,prevalence,4.4,%
troubles_neurologiques,2018,Occitanie,incidence,68.0,pour 100 000 hab
troubles_neurologiques,2018,Occitanie,mortalite,18.0,pour 100 000 hab
troubles_neurologiques,2018,Pays de la Loire,prevalence,4.5,%
troubles_neurologiques,2018,Pays de la Loire,incidence,73.0,pour 100 000 hab
troubles_neurologiques,2018,Pays de la Loire,mortalite,13.0,pour 100 000 hab
troubles_neurologiques,2018,Provence-Alpes-Côte d'Azur,prevalence,4.0,%
troubles_neurologiques,2018,Provence-Alpes-Côte d'Azur,incidence,72.0,pour 100 000 hab
troubles_neurologiques,2018,Provence-Alpes-Côte d'Azur,mortalite,12.0,pour 100 000 hab
troubles_neurologiques,2018,Île-de-France,prevalence,4.2,%
troubles_neurologiques,2018,Île-de-France,incidence,62.0,pour 100 000 hab
troubles_neurologiques,2018,Île-de-France,mortalite,12.0,pour 100 000 hab
cancer,2019,Auvergne-Rhône-Alpes,incidence,370.0,pour 100 000 hab
cancer,2019,Auvergne-Rhône-Alpes,mortalite,150.0,pour 100 000 hab
cancer,2019,Bourgogne-Franche-Comté,incidence,394.0,pour 100 000 hab
cancer,2019,Bourgogne-Franche-Comté,mortalite,139.0,pour 100 000 hab
cancer,2019,Bretagne,incidence,359.0,pour 100 000 hab
cancer,2019,Bretagne,mortalite,139.0,pour 100 000 hab
cancer,2019,Centre-Val de Loire,incidence,360.0,pour 100 000 hab
cancer,2019,Centre-Val de Loire,mortalite,150.0,pour 100 000 hab
cancer,2019,Corse,incidence,359.0,pour 100 000 hab
cancer,2019,Corse,mortalite,149.0,pour 100 000 hab
cancer,2019,Grand Est,incidence,389.0,pour 100 000 hab
cancer,2019,Grand Est,mortalite,149.0,pour 100 000 hab
cancer,2019,Hauts-de-France,incidence,379.0,pour 100 000 hab
cancer,2019,Hauts-de-France,mortalite,149.0,pour 100 000 hab
cancer,2019,Normandie,incidence,367.0,pour 100 000 hab
cancer,2019,Normandie,mortalite,142.0,pour 100 000 hab
cancer,2019,Nouvelle-Aquitaine,incidence,371.0,pour 100 000 hab
cancer,2019,Nouvelle-Aquitaine,mortalite,151.0,pour 100 000 hab
cancer,2019,Occitanie,incidence,386.0,pour 100 000 hab
cancer,2019,Occitanie,mortalite,146.0,pour 100 000 hab
cancer,2019,Pays de la Loire,incidence,371.0,pour 100 000 hab
cancer,2019,Pays de la Loire,mortalite,146.0,pour 100 000 hab
cancer,2019,Provence-Alpes-Côte d'Azur,incidence,390.0,pour 100 000 hab
cancer,2019,Provence-Alpes-Côte d'Azur,mortalite,140.0,pour 100 000 hab
cancer,2019,Île-de-France,incidence,360.0,pour 100 000 hab
cancer,2019,Île-de-France,mortalite,145.0,pour 100 000 hab
cardiovasculaire,2019,Auvergne-Rhône-Alpes,prevalence,9.35,%
cardiovasculaire,2019,Auvergne-Rhône-Alpes,mortalite,159.0,pour 100 000 hab
cardiovasculaire,2019,Bourgogne-Franche-Comté,prevalence,8.25,%
cardiovasculaire,2019,Bourgogne-Franche-Comté,mortalite,163.0,pour 100 000 hab
cardiovasculaire,2019,Bretagne,prevalence,8.25,%
cardiovasculaire,2019,Bretagne,mortalite,148.0,pour 100 000 hab
cardiovasculaire,2019,Centre-Val de Loire,prevalence,9.35,%
cardiovasculaire,2019,Centre-Val de Loire,mortalite,149.0,pour 100 000 hab
cardiovasculaire,2019,Corse,prevalence,9.25,%
cardiovasculaire,2019,Corse,mortalite,148.0,pour 100 000 hab
cardiovasculaire,2019,Grand Est,prevalence,9.25,%
cardiovasculaire,2019,Grand Est,mortalite,158.0,pour 100 000 hab
cardiovasculaire,2019,Hauts-de-France,prevalence,9.25,%
cardiovasculaire,2019,Hauts-de-France,mortalite,148.0,pour 100 000 hab
cardiovasculaire,2019,Normandie,prevalence,8.55,%
cardiovasculaire,2019,Normandie,mortalite,156.0,pour 100 000 hab
cardiovasculaire,2019,Nouvelle-Aquitaine,prevalence,9.45,%
cardiovasculaire,2019,Nouvelle-Aquitaine,mortalite,160.0,pour 100 000 hab
cardiovasculaire,2019,Occitanie,prevalence,8.95,%
cardiovasculaire,2019,Occitanie,mortalite,155.0,pour 100 000 hab
cardiovasculaire,2019,Pays de la Loire,prevalence,8.95,%
cardiovasculaire,2019,Pays de la Loire,mortalite,160.0,pour 100 000 hab
cardiovasculaire,2019,Provence-Alpes-Côte d'Azur,prevalence,8.35,%
cardiovasculaire,2019,Provence-Alpes-Côte d'Azur,mortalite,159.0,pour 100 000 hab
cardiovasculaire,2019,Île-de-France,prevalence,8.85,%
cardiovasculaire,2019,Île-de-France,mortalite,149.0,pour 100 000 hab
diabete,2019,Auvergne-Rhône-Alpes,prevalence,5.4,%
diabete,2019,Auvergne-Rhône-Alpes,incidence,442.0,pour 100 000 hab
diabete,2019,Bourgogne-Franche-Comté,prevalence,5.8,%
diabete,2019,Bourgogne-Franche-Comté,incidence,416.0,pour 100 000 hab
diabete,2019,Bretagne,prevalence,5.3,%
diabete,2019,Bretagne,incidence,411.0,pour 100 000 hab
diabete,2019,Centre-Val de Loire,prevalence,5.4,%
diabete,2019,Centre-Val de Loire,incidence,442.0,pour 100 000 hab
diabete,2019,Corse,prevalence,5.3,%
diabete,2019,Corse,incidence,451.0,pour 100 000 hab
diabete,2019,Grand Est,prevalence,5.3,%
diabete,2019,Grand Est,incidence,411.0,pour 100 000 hab
diabete,2019,Hauts-de-France,prevalence,5.3,%
diabete,2019,Hauts-de-France,incidence,421.0,pour 100 000 hab
diabete,2019,Normandie,prevalence,6.1,%
diabete,2019,Normandie,incidence,459.0,pour 100 000 hab
diabete,2019,Nouvelle-Aquitaine,prevalence,5.5,%
diabete,2019,Nouvelle-Aquitaine,incidence,453.0,pour 100 000 hab
diabete,2019,Occitanie,prevalence,6.0,%
diabete,2019,Occitanie,incidence,418.0,pour 100 000 hab
diabete,2019,Pays de la Loire,prevalence,5.5,%
diabete,2019,Pays de la Loire,incidence,413.0,pour 100 000 hab
diabete,2019,Provence-Alpes-Côte d'Azur,prevalence,5.4,%
diabete,2019,Provence-Alpes-Côte d'Azur,incidence,412.0,pour 100 000 hab
diabete,2019,Île-de-France,prevalence,5.4,%
diabete,2019,Île-de-France,incidence,452.0,pour 100 000 hab
digestive,2019,Auvergne-Rhône-Alpes,prevalence,7.32,%
digestive,2019,Auvergne-Rhône-Alpes,incidence,216.0,pour 100 000 hab
digestive,2019,Auvergne-Rhône-Alpes,mortalite,32.0,pour 100 000 hab
digestive,2019,Bourgogne-Franche-Comté,prevalence,7.72,%
digestive,2019,Bourgogne-Franche-Comté,incidence,220.0,pour 100 000 hab
digestive,2019,Bourgogne-Franche-Comté,mortalite,21.0,pour 100 000 hab
digestive,2019,Bretagne,prevalence,7.22,%
digestive,2019,Bretagne,incidence,205.0,pour 100 000 hab
digestive,2019,Bretagne,mortalite,21.0,pour 100 000 hab
