maladie,annee,region,indicateur,valeur,unite
digestive,2020,Grand Est,incidence,219.0,pour 100 000 hab
digestive,2020,Grand Est,mortalite,31.0,pour 100 000 hab
digestive,2020,Hauts-de-France,prevalence,7.34,%
digestive,2020,Hauts-de-France,incidence,219.0,pour 100 000 hab
digestive,2020,Hauts-de-France,mortalite,31.0,pour 100 000 hab
digestive,2020,Normandie,prevalence,8.14,%
digestive,2020,Normandie,incidence,227.0,pour 100 000 hab
digestive,2020,Normandie,mortalite,24.0,pour 100 000 hab
digestive,2020,Nouvelle-Aquitaine,prevalence,7.54,%
digestive,2020,Nouvelle-Aquitaine,incidence,221.0,pour 100 000 hab
digestive,2020,Nouvelle-Aquitaine,mortalite,33.0,pour 100 000 hab
digestive,2020,Occitanie,prevalence,8.04,%
digestive,2020,Occitanie,incidence,216.0,pour 100 000 hab
digestive,2020,Occitanie,mortalite,28.0,pour 100 000 hab
digestive,2020,Pays de la Loire,prevalence,7.54,%
digestive,2020,Pays de la Loire,incidence,231.0,pour 100 000 hab
digestive,2020,Pays de la Loire,mortalite,28.0,pour 100 000 hab
digestive,2020,Provence-Alpes-Côte d'Azur,prevalence,7.44,%
digestive,2020,Provence-Alpes-Côte d'Azur,incidence,210.0,pour 100 000 hab
digestive,2020,Provence-Alpes-Côte d'Azur,mortalite,22.0,pour 100 000 hab
digestive,2020,Île-de-France,prevalence,7.44,%
digestive,2020,Île-de-France,incidence,230.0,pour 100 000 hab
digestive,2020,Île-de-France,mortalite,27.0,pour 100 000 hab
digestive,2021,Auvergne-Rhône-Alpes,prevalence,7.56,%
digestive,2021,Auvergne-Rhône-Alpes,incidence,224.0,pour 100 000 hab
digestive,2021,Auvergne-Rhône-Alpes,mortalite,32.0,pour 100 000 hab
digestive,2021,Bourgogne-Franche-Comté,prevalence,7.96,%
digestive,2021,Bourgogne-Franche-Comté,incidence,228.0,pour 100 000 hab
digestive,2021,Bourgogne-Franche-Comté,mortalite,21.0,pour 100 000 hab
digestive,2021,Bretagne,prevalence,7.46,%
digestive,2021,Bretagne,incidence,213.0,pour 100 000 hab
digestive,2021,Bretagne,mortalite,21.0,pour 100 000 hab
digestive,2021,Centre-Val de Loire,prevalence,7.56,%
digestive,2021,Centre-Val de Loire,incidence,224.0,pour 100 000 hab
digestive,2021,Centre-Val de Loire,mortalite,32.0,pour 100 000 hab
digestive,2021,Corse,prevalence,7.46,%
digestive,2021,Corse,incidence,223.0,pour 100 000 hab
digestive,2021,Corse,mortalite,31.0,pour 100 000 hab
digestive,2021,Grand Est,prevalence,7.46,%
digestive,2021,Grand Est,incidence,223.0,pour 100 000 hab
digestive,2021,Grand Est,mortalite,31.0,pour 100 000 hab
digestive,2021,Hauts-de-France,prevalence,7.46,%
digestive,2021,Hauts-de-France,incidence,223.0,pour 100 000 hab
digestive,2021,Hauts-de-France,mortalite,31.0,pour 100 000 hab
digestive,2021,Normandie,prevalence,8.26,%
digestive,2021,Normandie,incidence,231.0,pour 100 000 hab
digestive,2021,Normandie,mortalite,24.0,pour 100 000 hab
digestive,2021,Nouvelle-Aquitaine,prevalence,7.66,%
digestive,2021,Nouvelle-Aquitaine,incidence,225.0,pour 100 000 hab
digestive,2021,Nouvelle-Aquitaine,mortalite,33.0,pour 100 000 hab
digestive,2021,Occitanie,prevalence,8.16,%
digestive,2021,Occitanie,incidence,220.0,pour 100 000 hab
digestive,2021,Occitanie,mortalite,28.0,pour 100 000 hab
digestive,2021,Pays de la Loire,prevalence,7.66,%
digestive,2021,Pays de la Loire,incidence,235.0,pour 100 000 hab
digestive,2021,Pays de la Loire,mortalite,28.0,pour 100 000 hab
digestive,2021,Provence-Alpes-Côte d'Azur,prevalence,7.56,%
digestive,2021,Provence-Alpes-Côte d'Azur,incidence,214.0,pour 100 000 hab
digestive,2021,Provence-Alpes-Côte d'Azur,mortalite,22.0,pour 100 000 hab
digestive,2021,Île-de-France,prevalence,7.56,%
digestive,2021,Île-de-France,incidence,234.0,pour 100 000 hab
digestive,2021,Île-de-France,mortalite,27.0,pour 100 000 hab
digestive,2022,Auvergne-Rhône-Alpes,prevalence,7.68,%
digestive,2022,Auvergne-Rhône-Alpes,incidence,228.0,pour 100 000 hab
digestive,2022,Auvergne-Rhône-Alpes,mortalite,32.0,pour 100 000 hab
digestive,2022,Bourgogne-Franche-Comté,prevalence,8.08,%
digestive,2022,Bourgogne-Franche-Comté,incidence,232.0,pour 100 000 hab
digestive,2022,Bourgogne-Franche-Comté,mortalite,21.0,pour 100 000 hab
digestive,2022,Bretagne,prevalence,7.58,%
digestive,2022,Bretagne,incidence,217.0,pour 100 000 hab
digestive,2022,Bretagne,mortalite,21.0,pour 100 000 hab
digestive,2022,Centre-Val de Loire,prevalence,7.68,%
digestive,2022,Centre-Val de Loire,incidence,228.0,pour 100 000 hab
digestive,2022,Centre-Val de Loire,mortalite,32.0,pour 100 000 hab
digestive,2022,Corse,prevalence,7.58,%
digestive,2022,Corse,incidence,227.0,pour 100 000 hab
digestive,2022,Corse,mortalite,31.0,pour 100 000 hab
digestive,2022,Grand Est,prevalence,7.58,%
digestive,2022,Grand Est,incidence,227.0,pour 100 000 hab
digestive,2022,Grand Est,mortalite,31.0,pour 100 000 hab
digestive,2022,Hauts-de-France,prevalence,7.58,%
digestive,2022,Hauts-de-France,incidence,227.0,pour 100 000 hab
digestive,2022,Hauts-de-France,mortalite,31.0,pour 100 000 hab
digestive,2022,Normandie,prevalence,8.38,%
digestive,2022,Normandie,incidence,235.0,pour 100 000 hab
digestive,2022,Normandie,mortalite,24.0,pour 100 000 hab
digestive,2022,Nouvelle-Aquitaine,prevalence,7.78,%
digestive,2022,Nouvelle-Aquitaine,incidence,229.0,pour 100 000 hab
digestive,2022,Nouvelle-Aquitaine,mortalite,33.0,pour 100 000 hab
digestive,2022,Occitanie,prevalence,8.28,%
digestive,2022,Occitanie,incidence,224.0,pour 100 000 hab
digestive,2022,Occitanie,mortalite,28.0,pour 100 000 hab
digestive,2022,Pays de la Loire,prevalence,7.78,%
digestive,2022,Pays de la Loire,incidence,239.0,pour 100 000 hab
digestive,2022,Pays de la Loire,mortalite,28.0,pour 100 000 hab
digestive,2022,Provence-Alpes-Côte d'Azur,prevalence,7.68,%
digestive,2022,Provence-Alpes-Côte d'Azur,incidence,218.0,pour 100 000 hab
digestive,2022,Provence-Alpes-Côte d'Azur,mortalite,22.0,pour 100 000 hab
digestive,2022,Île-de-France,prevalence,7.68,%
digestive,2022,Île-de-France,incidence,238.0,pour 100 000 hab
digestive,2022,Île-de-France,mortalite,27.0,pour 100 000 hab
digestive,2023,Auvergne-Rhône-Alpes,prevalence,7.8,%
digestive,2023,Auvergne-Rhône-Alpes,incidence,232.0,pour 100 000 hab
digestive,2023,Auvergne-Rhône-Alpes,mortalite,32.0,pour 100 000 hab
digestive,2023,Bourgogne-Franche-Comté,prevalence,8.2,%
digestive,2023,Bourgogne-Franche-Comté,incidence,236.0,pour 100 000 hab
digestive,2023,Bourgogne-Franche-Comté,mortalite,21.0,pour 100 000 hab
digestive,2023,Bretagne,prevalence,7.7,%
digestive,2023,Bretagne,incidence,221.0,pour 100 000 hab
digestive,2023,Bretagne,mortalite,21.0,pour 100 000 hab
digestive,2023,Centre-Val de Loire,prevalence,7.8,%
digestive,2023,Centre-Val de Loire,incidence,232.0,pour 100 000 hab
digestive,2023,Centre-Val de Loire,mortalite,32.0,pour 100 000 hab
digestive,2023,Corse,prevalence,7.7,%
digestive,2023,Corse,incidence,231.0,pour 100 000 hab
digestive,2023,Corse,mortalite,31.0,pour 100 000 hab
digestive,2023,Grand Est,prevalence,7.7,%
digestive,2023,Grand Est,incidence,231.0,pour 100 000 hab
digestive,2023,Grand Est,mortalite,31.0,pour 100 000 hab
digestive,2023,Hauts-de-France,prevalence,7.7,%
digestive,2023,Hauts-de-France,incidence,231.0,pour 100 000 hab
digestive,2023,Hauts-de-France,mortalite,31.0,pour 100 000 hab
digestive,2023,Normandie,prevalence,8.5,%
digestive,2023,Normandie,incidence,239.0,pour 100 000 hab
digestive,2023,Normandie,mortalite,24.0,pour 100 000 hab
digestive,2023,Nouvelle-Aquitaine,prevalence,7.9,%
digestive,2023,Nouvelle-Aquitaine,incidence,233.0,pour 100 000 hab
digestive,2023,Nouvelle-Aquitaine,mortalite,33.0,pour 100 000 hab
digestive,2023,Occitanie,prevalence,8.4,%
digestive,2023,Occitanie,incidence,228.0,pour 100 000 hab
digestive,2023,Occitanie,mortalite,28.0,pour 100 000 hab
digestive,2023,Pays de la Loire,prevalence,7.9,%
digestive,2023,Pays de la Loire,incidence,243.0,pour 100 000 hab
digestive,2023,Pays de la Loire,mortalite,28.0,pour 100 000 hab
digestive,2023,Provence-Alpes-Côte d'Azur,prevalence,7.8,%
digestive,2023,Provence-Alpes-Côte d'Azur,incidence,222.0,pour 100 000 hab
digestive,2023,Provence-Alpes-Côte d'Azur,mortalite,22.0,pour 100 000 hab
digestive,2023,Île-de-France,prevalence,7.8,%
digestive,2023,Île-de-France,incidence,242.0,pour 100 000 hab
digestive,2023,Île-de-France,mortalite,27.0,pour 100 000 hab
